R,2877,,D,13199,,,,,R,2255,,,,,
R,6400,,D,4328,,,,,R,3822,,,,,
R,11319,,D,98852,,,,,R,3267,,,,,
R,7184,,D,8905,,,,,R,2697,,,,,
R,3740,,D,1081,,,,,R,28009,,,,,
R,3145,,D,2239,,,,,R,3561,,,,,
D,764,,D,2495,,,,,R,18765,,,,,
D,628,,D,14189,,,,,R,7724,,,,,
D,10824,,D,4066,,,,,R,9022,,,,,
R,1789,,D,511,,,,,R,5724,,,,,
R,5005,,D,11780,,,,,R,3180,,,,,
D,3030,,D,52147,,,,,R,3566,,,,,
D,29430,,D,4410,,,,,R,177324,,,,,
D,9580,,D,7001,,,,,R,1593,,,,,
R,8113,,D,3918,,,,,R,634,,,,,
D,8704,,D,6089,,,,,R,6653,,,,,
R,5385,,D,5448,,,,,R,1351,,,,,
D,6785,,D,10590,,,,,R,16022,,,,,
R,8545,,D,10339,,,,,R,3211,,,,,
D,852,,D,4834,,,,,R,343185,,,,,
D,9149,,D,3009,,,,,R,3468,,,,,
D,14044,,D,3418,,,,,R,7337,,,,,
D,3268,,D,4955,,,,,R,7337,,,,,
R,3866,,D,640,,,,,R,10503,,,,,
R,921,,D,8337,,,,,R,5645,,,,,
R,4019,,D,5965,,,,,R,10014,,,,,
R,4159,,D,9854,,,,,R,2772,,,,,
R,3258,,D,3593,,,,,R,4094,,,,,
R,5410,,D,521,,,,,R,3863,,,,,
R,4927,,D,1919,,,,,R,4631,,,,,
R,4175,,D,1260,,,,,R,6132,,,,,
R,3822,,D,2127,,,,,R,6504,,,,,
R,2141,,D,2764,,,,,R,5718,,,,,
D,2571,,D,4288,,,,,R,2952,,,,,
D,470,,D,2467,,,,,R,11845,,,,,
R,622,,D,4947,,,,,R,800,,,,,
D,1386,,D,964,,,,,R,340,,,,,
R,1182,,D,20257,,,,,R,833,,,,,
D,458,,D,8888,,,,,R,384,,,,,
D,1407,,D,2482,,,,,R,9741,,,,,
R,7189,,D,2476,,,,,R,8469,,,,,
R,80078,,D,11979,,,,,R,9283,,,,,
D,10098,,D,518,,,,,R,9884,,,,,
D,6766,,D,276,,,,,R,17196,,,,,
D,5705,,D,16922,,,,,R,1795,,,,,
R,1734,,D,1629,,,,,R,7287,,,,,
D,5723,,D,1470,,,,,R,1494,,,,,
R,7919,,D,15364,,,,,R,15441,,,,,
D,6913,,D,9581,,,,,R,6919,,,,,
R,13142,,D,38491,,,,,R,23738,,,,,
R,9397,,D,3978,,,,,R,4495,,,,,
R,5669,,D,15942,,,,,R,4468,,,,,
R,3966,,D,4410,,,,,R,2592,,,,,
R,13689,,,,,,,,R,3958,,,,,
R,965,,,,,,,,R,523,,,,,
D,1040,,,,,,,,R,1086,,,,,
D,4165,,,,,,,,R,14098,,,,,
R,12496,,,,,,,,R,5761,,,,,
R,7676,,,,,,,,R,19941,,,,,
R,17001,,,,,,,,R,327,,,,,
R,14487,,,,,,,,R,3258,,,,,
R,4689,,,,,,,,R,6271,,,,,
D,814,,,,,,,,R,3436,,,,,
D,2796,,,,,,,,R,7047,,,,,
R,658,,,,,,,,R,343,,,,,
R,6059,,,,,,,,R,1787,,,,,
D,3246,,,,,,,,R,5674,,,,,
D,2297,,,,,,,,R,2883,,,,,
D,556,,,,,,,,R,7447,,,,,
D,1021,,,,,,,,R,1958,,,,,
I,1742,,,,,,,,R,3903,,,,,
R,8149,,,,,,,,R,5037,,,,,
D,10793,,,,,,,,R,10510,,,,,
D,11084,,,,,,,,R,2725,,,,,
D,9647,,,,,,,,R,4693,,,,,
D,6962,,,,,,,,R,1405,,,,,
D,20497,,,,,,,,R,625,,,,,
D,2672,,,,,,,,R,377,,,,,
D,4637,,,,,,,,R,337,,,,,
D,7399,,,,,,,,R,162,,,,,
D,9008,,,,,,,,R,5469,,,,,
R,3172,,,,,,,,R,4419,,,,,
D,5735,,,,,,,,R,4085,,,,,
D,6093,,,,,,,,R,519,,,,,
D,1735,,,,,,,,,,,,,,
D,1754,,,,,,,,,,,,,,
R,1048,,,,,,,,,,,,,,
D,688,,,,,,,,,,,,,,
R,11536,,,,,,,,,,,,,,
D,5463,,,,,,,,,,,,,,
R,7024,,,,,,,,,,,,,,
R,4868,,,,,,,,,,,,,,
R,6985,,,,,,,,,,,,,,
R,25131,,,,,,,,,,,,,,
R,367,,,,,,,,,,,,,,
D,777,,,,,,,,,,,,,,
D,621,,,,,,,,,,,,,,
D,4806,,,,,,,,,,,,,,
D,14193,,,,,,,,,,,,,,
R,1798403,,,,,,,,,,,,,,
D,4349,,,,,,,,,,,,,,
D,7177,,,,,,,,,,,,,,
R,13891,,,,,,,,,,,,,,
D,6984,,,,,,,,,,,,,,
D,3310,,,,,,,,,,,,,,
R,10106,,,,,,,,,,,,,,
D,24688,,,,,,,,,,,,,,
D,17446,,,,,,,,,,,,,,
D,8821,,,,,,,,,,,,,,
D,7807,,,,,,,,,,,,,,
R,9765,,,,,,,,,,,,,,
D,12497,,,,,,,,,,,,,,
D,5260,,,,,,,,,,,,,,
R,2372,,,,,,,,,,,,,,
D,6449,,,,,,,,,,,,,,
D,2646,,,,,,,,,,,,,,
D,6122,,,,,,,,,,,,,,
R,6641,,,,,,,,,,,,,,
R,3863,,,,,,,,,,,,,,
R,15964,,,,,,,,,,,,,,
R,10336,,,,,,,,,,,,,,
R,4333,,,,,,,,,,,,,,
R,8996,,,,,,,,,,,,,,
R,14279,,,,,,,,,,,,,,
D,7883,,,,,,,,,,,,,,
D,4421,,,,,,,,,,,,,,
R,34831,,,,,,,,,,,,,,
D,1618,,,,,,,,,,,,,,
D,3972,,,,,,,,,,,,,,
D,562,,,,,,,,,,,,,,
D,18173,,,,,,,,,,,,,,
R,5829,,,,,,,,,,,,,,
R,3443,,,,,,,,,,,,,,
R,3315,,,,,,,,,,,,,,
R,3294,,,,,,,,,,,,,,
R,4842,,,,,,,,,,,,,,
D,10873,,,,,,,,,,,,,,
D,695,,,,,,,,,,,,,,
R,1177,,,,,,,,,,,,,,
D,1082,,,,,,,,,,,,,,
R,806,,,,,,,,,,,,,,
R,1151,,,,,,,,,,,,,,
D,481,,,,,,,,,,,,,,
D,4474,,,,,,,,,,,,,,
D,1504,,,,,,,,,,,,,,
D,29000,,,,,,,,,,,,,,
D,779,,,,,,,,,,,,,,
D,9051,,,,,,,,,,,,,,
D,3670,,,,,,,,,,,,,,
R,103,,,,,,,,,,,,,,
R,7097,,,,,,,,,,,,,,
R,10298,,,,,,,,,,,,,,
R,2255,,,,,,,,,,,,,,
R,3822,,,,,,,,,,,,,,
D,484,,,,,,,,,,,,,,
R,3267,,,,,,,,,,,,,,
D,2644,,,,,,,,,,,,,,
D,8721,,,,,,,,,,,,,,
D,2274,,,,,,,,,,,,,,
D,320304,,,,,,,,,,,,,,
R,2697,,,,,,,,,,,,,,
R,28009,,,,,,,,,,,,,,
D,4276,,,,,,,,,,,,,,
R,3561,,,,,,,,,,,,,,
D,4604,,,,,,,,,,,,,,
R,18765,,,,,,,,,,,,,,
R,7724,,,,,,,,,,,,,,
D,6651,,,,,,,,,,,,,,
R,9022,,,,,,,,,,,,,,
D,3449,,,,,,,,,,,,,,
D,17603,,,,,,,,,,,,,,
D,8243,,,,,,,,,,,,,,
D,726,,,,,,,,,,,,,,
R,5724,,,,,,,,,,,,,,
R,3180,,,,,,,,,,,,,,
R,3566,,,,,,,,,,,,,,
R,177324,,,,,,,,,,,,,,
D,322,,,,,,,,,,,,,,
R,1593,,,,,,,,,,,,,,
R,634,,,,,,,,,,,,,,
D,333,,,,,,,,,,,,,,
D,7188,,,,,,,,,,,,,,
D,13199,,,,,,,,,,,,,,
D,4328,,,,,,,,,,,,,,
D,98852,,,,,,,,,,,,,,
R,6653,,,,,,,,,,,,,,
D,8905,,,,,,,,,,,,,,
R,1351,,,,,,,,,,,,,,
R,16022,,,,,,,,,,,,,,
D,1081,,,,,,,,,,,,,,
R,3211,,,,,,,,,,,,,,
D,2239,,,,,,,,,,,,,,
R,343185,,,,,,,,,,,,,,
R,3468,,,,,,,,,,,,,,
R,7337,,,,,,,,,,,,,,
D,2495,,,,,,,,,,,,,,
D,14189,,,,,,,,,,,,,,
R,7337,,,,,,,,,,,,,,
R,10503,,,,,,,,,,,,,,
R,5645,,,,,,,,,,,,,,
R,10014,,,,,,,,,,,,,,
R,2772,,,,,,,,,,,,,,
R,4094,,,,,,,,,,,,,,
R,3863,,,,,,,,,,,,,,
D,4066,,,,,,,,,,,,,,
R,4631,,,,,,,,,,,,,,
R,6132,,,,,,,,,,,,,,
R,6504,,,,,,,,,,,,,,
R,5718,,,,,,,,,,,,,,
R,2952,,,,,,,,,,,,,,
R,11845,,,,,,,,,,,,,,
R,800,,,,,,,,,,,,,,
R,340,,,,,,,,,,,,,,
D,511,,,,,,,,,,,,,,
R,833,,,,,,,,,,,,,,
D,11780,,,,,,,,,,,,,,
I,149654,,,,,,,,,,,,,,
D,52147,,,,,,,,,,,,,,
D,4410,,,,,,,,,,,,,,
R,384,,,,,,,,,,,,,,
D,7001,,,,,,,,,,,,,,
R,9741,,,,,,,,,,,,,,
R,8469,,,,,,,,,,,,,,
D,3918,,,,,,,,,,,,,,
R,9283,,,,,,,,,,,,,,
D,6089,,,,,,,,,,,,,,
D,5448,,,,,,,,,,,,,,
R,9884,,,,,,,,,,,,,,
D,10590,,,,,,,,,,,,,,
R,17196,,,,,,,,,,,,,,
D,10339,,,,,,,,,,,,,,
R,1795,,,,,,,,,,,,,,
D,4834,,,,,,,,,,,,,,
R,7287,,,,,,,,,,,,,,
D,3009,,,,,,,,,,,,,,
D,3418,,,,,,,,,,,,,,
D,4955,,,,,,,,,,,,,,
D,640,,,,,,,,,,,,,,
R,1494,,,,,,,,,,,,,,
D,8337,,,,,,,,,,,,,,
R,15441,,,,,,,,,,,,,,
D,5965,,,,,,,,,,,,,,
D,9854,,,,,,,,,,,,,,
R,6919,,,,,,,,,,,,,,
R,23738,,,,,,,,,,,,,,
D,3593,,,,,,,,,,,,,,
R,4495,,,,,,,,,,,,,,
R,4468,,,,,,,,,,,,,,
R,2592,,,,,,,,,,,,,,
R,3958,,,,,,,,,,,,,,
D,521,,,,,,,,,,,,,,
D,1919,,,,,,,,,,,,,,
R,523,,,,,,,,,,,,,,
D,1260,,,,,,,,,,,,,,
D,2127,,,,,,,,,,,,,,
R,1086,,,,,,,,,,,,,,
R,14098,,,,,,,,,,,,,,
D,2764,,,,,,,,,,,,,,
R,5761,,,,,,,,,,,,,,
R,19941,,,,,,,,,,,,,,
R,327,,,,,,,,,,,,,,
R,3258,,,,,,,,,,,,,,
D,4288,,,,,,,,,,,,,,
R,6271,,,,,,,,,,,,,,
D,2467,,,,,,,,,,,,,,
D,4947,,,,,,,,,,,,,,
R,3436,,,,,,,,,,,,,,
D,964,,,,,,,,,,,,,,
R,7047,,,,,,,,,,,,,,
D,20257,,,,,,,,,,,,,,
D,8888,,,,,,,,,,,,,,
D,2482,,,,,,,,,,,,,,
D,2476,,,,,,,,,,,,,,
D,11979,,,,,,,,,,,,,,
R,343,,,,,,,,,,,,,,
D,518,,,,,,,,,,,,,,
D,276,,,,,,,,,,,,,,
D,16922,,,,,,,,,,,,,,
D,1629,,,,,,,,,,,,,,
D,1470,,,,,,,,,,,,,,
R,1787,,,,,,,,,,,,,,
R,5674,,,,,,,,,,,,,,
R,2883,,,,,,,,,,,,,,
D,15364,,,,,,,,,,,,,,
R,7447,,,,,,,,,,,,,,
R,1958,,,,,,,,,,,,,,
R,3903,,,,,,,,,,,,,,
R,5037,,,,,,,,,,,,,,
D,9581,,,,,,,,,,,,,,
R,10510,,,,,,,,,,,,,,
D,38491,,,,,,,,,,,,,,
R,2725,,,,,,,,,,,,,,
D,3978,,,,,,,,,,,,,,
R,4693,,,,,,,,,,,,,,
R,1405,,,,,,,,,,,,,,
R,625,,,,,,,,,,,,,,
R,377,,,,,,,,,,,,,,
R,337,,,,,,,,,,,,,,
R,162,,,,,,,,,,,,,,
D,15942,,,,,,,,,,,,,,
R,5469,,,,,,,,,,,,,,
D,4410,,,,,,,,,,,,,,
R,4419,,,,,,,,,,,,,,
R,4085,,,,,,,,,,,,,,
R,519,,,,,,,,,,,,,,
